row_index,solution_id,fitness,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_TrbH_s_mapEff_in
739,0,9.578473585036494e-07,-0.0044764705311128895,-0.006519744071245561,-0.043303987327090745
