row_index,solution_id,fitness,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_TrbH_s_mapEff_in
903,0,9.24996708814296e-08,-0.0035054929390689223,-0.013608606422896805,-0.03764693303356206
