row_index,solution_id,fitness,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_TrbH_s_mapEff_in
342,0,1.2895699248445663e-07,-0.03784820095275597,-0.009674712672751926,-0.013954624319670388
970,0,8.158619776152687e-06,-0.024110952787522406,-0.02086563524420422,-0.012438017689342976
104,0,2.609182550386032e-07,0.013768164573340978,-0.025650468583132746,-0.029211456474886505
316,0,2.6302470141809783e-07,-0.03159905992631782,-0.008186042770748012,-0.012823783611319119
861,0,3.5685377081250046e-07,-0.029031068804661685,-0.013726625900507232,-0.018869520504257387
