row_index,solution_id,fitness,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_TrbH_s_mapEff_in
521,0,6.354880158012692e-05,-0.012244176625922608,-0.02766522533744714,-0.01704695288709352
737,0,9.320490925390689e-06,-0.005762832680921948,-0.040565934915821854,-0.012394650102992028
740,0,0.0,-0.0076662018862549116,-0.019838308378631323,-0.023284455933840088
660,0,0.0,-0.006188895264392095,-0.03925374153910833,-0.01811107327273876
411,0,1.6946347049502316e-06,-0.004138507081885764,-0.04637649929669644,-0.015204714257707927
