row_index,configuration,removed,type,fitness,rmse,err_Fan Wc,err_HPC Eff,err_HPT Eff
53,BASELINE,None,baseline,0.0011697563779630034,0.0004826117012277394,0.00024377209341651406,0.0007320977264482567,0.00032148133365161695
53,No HPC_Tin,HPC_Tin,sensor,0.00033385764793302815,0.000763231319654013,0.00021261614566752828,0.0011524276898826936,0.0006117768678983709
53,No LPT_Tin,LPT_Tin,sensor,4.961471050701636e-06,0.007316354104117839,0.0006110355321220506,0.010618791410073674,0.006888760171348377
53,No HPC_Pout_st,HPC_Pout_st,sensor,7.638032063099328e-05,0.00020668179212118186,0.00023492666858614879,4.954031832930111e-06,0.0002700685237840249
