row_index,solution_id,fitness,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_TrbH_s_mapEff_in
83,0,0.0,-0.024494652200174175,-0.03687429054473802,-0.020765419232373714
53,0,1.5397182308888456e-07,0.0036799696455895397,-0.017136504945919777,-0.027918251955930173
70,0,0.0,-0.0044243706285672715,-0.0029243880573697504,-0.008843102220919162
45,0,9.238309472855923e-07,0.010358677074386622,-0.020744760807830512,-0.027440554056245493
44,0,0.0,-0.041604880103524415,-0.045532015495862777,-0.02121454783862791
