row_index,configuration,removed,type,fitness,rmse,err_Fan Wc,err_HPC Eff,err_HPT Eff
53,BASELINE,None,baseline,5.0758456487998786e-05,4.60499850269548e-06,1.8334358817544312e-07,6.662000307777402e-06,4.382028144287939e-06
53,No HPC_Tin,HPC_Tin,sensor,0.0017023840987611817,0.002183723560611659,0.0016542250267102617,0.0022866590113490865,0.0025180698747915703
53,No LPT_Tin,LPT_Tin,sensor,7.877736287197556e-05,0.00026887938498908724,1.3278401148897117e-05,0.0003919533513631838,0.00025116652928769585
53,No HPC_Pout_st,HPC_Pout_st,sensor,0.00033881668677641447,0.0031264891363063244,3.5587151825894423e-06,0.004302530331673988,0.0032883161403514678
