data_type,n_contexts,n_sensors,n_measurements,contexts,sensors,mean_rmse,std_rmse,mean_fitness,std_fitness,mean_time,std_time,total_time,mean_sim_calls,mean_generations
clean,1,1,1,['TAKEOFF'],['HPC_Tin'],0.014538261073323861,0.003208156859030258,6.361305981830434e-06,1.1018105168241354e-05,1839.8569694042205,1237.3042072375576,9199.284847021103,11115.8,83.6
clean,1,2,2,['TAKEOFF'],"['HPC_Tin', 'LPT_Tin']",0.00699250175945187,0.003594731262224105,3.960972713266173e-05,4.668430645805542e-05,2578.247420358658,540.8803697255593,12891.23710179329,15794.0,117.4
clean,1,3,3,['TAKEOFF'],"['HPC_Tin', 'LPT_Tin', 'HPC_Pout_st']",0.0007655655596915365,0.0009096711317709689,0.0026016640955519137,0.003004715773991218,4223.872005367279,2101.9411902950237,21119.360026836395,25178.2,184.0
noisy,1,1,1,['TAKEOFF'],['HPC_Tin'],0.01869328077194206,0.005155781498216732,1.8336746991812694e-06,3.536682661363765e-06,1457.306862926483,361.6541217853048,7286.534314632416,8795.6,65.0
noisy,1,2,2,['TAKEOFF'],"['HPC_Tin', 'LPT_Tin']",0.0058770369748518516,0.005479297024822121,3.340892942540191e-05,2.790109213400836e-05,2534.8827782154085,951.9036784053395,12674.413891077042,15384.8,113.0
noisy,1,3,3,['TAKEOFF'],"['HPC_Tin', 'LPT_Tin', 'HPC_Pout_st']",0.00393775160892622,0.0025724480084076493,0.00549523286179487,0.0024400846935232305,4649.164880275726,1352.479807739,23245.82440137863,30710.8,223.0
