row_index,best_fitness,rmse,elapsed_time,sim_calls,generations,true_Fan Wc,est_Fan Wc,err_Fan Wc,true_HPC Eff,est_HPC Eff,err_HPC Eff,true_HPT Eff,est_HPT Eff,err_HPT Eff
986,0.006750587159807107,0.005962503763855423,6701.839670419693,34648,250,-0.0050667236554329,-0.00547387253806169,0.0004071488826287899,-0.0364900222129043,-0.04453903947518059,0.00804901726227629,-0.0239903620277451,-0.017532660865495278,0.006457701162249821
837,0.00583036268823305,0.005899866019316383,6718.412859678268,34460,250,-0.004715473097882,-0.004971607024713616,0.0002561339268316162,-0.0337498537200781,-0.041809684221463334,0.008059830501385236,-0.0226860504168758,-0.016409205282724534,0.006276845134151266
174,0.02168434011725618,0.0133452714332483,4712.7033495903015,24481,188,-0.0026359895260965,-0.0021698703414884377,0.0004661191846080624,-0.01854810693463,0.0,0.01854810693463,-0.0145493315639094,-0.02833480474869672,0.01378547318478732
145,0.005659035252368398,0.010364963824167146,4365.128167390823,24237,181,-0.001621998017878,-0.001893873563537724,0.000271875545659724,-0.0136305237528668,-0.0280719597709084,0.0144414360180416,-0.010661539975696,0.0,0.010661539975696
196,0.007844440741057201,0.01666104027686522,1941.8448858261108,11014,87,-0.0032042871393697,-0.003963605757713906,0.0007593186183442058,-0.0224779120263591,-0.04541625583009788,0.02293834380373878,-0.0174936162099004,0.0,0.0174936162099004
